name,magnitude,x,y,z,spectra,color
HD 214952,2.070,34.993484,-12.277259,-39.608199,M5III,1.610
Matar,2.930,53.599160,-18.717064,33.070991,G2II-III..,0.852
HD 215104,4.840,50.039230,-17.352188,-46.716271,K0III,1.027
HD 215167,4.680,118.772577,-41.136110,-42.864267,K3III,1.358
Babcock's star,8.830,53443.383418,-18369.410721,82500.724352,A0p,0.031
HD 215369,4.840,71.727719,-24.128117,-102.272256,K2IIICNIV,1.180
HD 214846,4.130,6.504421,-2.174504,-45.250032,A9IV/V,0.208
NN 4295,3.970,97.414069,-32.343370,44.770388,G8II-III,1.070
Gl 872A,4.200,15.122785,-5.009216,3.436474,F7V,0.502
HD 216446,4.770,10.882454,-3.563012,95.376284,K3III,1.257
Wo 9796,3.490,23.513371,-7.577057,-30.854309,A3V,0.083
HD 216032,4.050,90.212520,-28.620692,-22.883854,K5III,1.570
HD 216228,3.500,13.598133,-4.308340,32.342180,K0III,1.053
NN 4298,3.510,28.209183,-8.893887,13.542862,M2III,0.933
HD 216397,4.950,69.377949,-21.199742,68.392326,M0III,1.559
Wo 9800A,4.460,53.085686,-16.096898,-35.853148,A0III,-0.037
HD 216386,3.730,112.009754,-33.916636,-15.573012,M2IIIvar,1.626
HD 217382,4.700,10.306597,-3.032609,108.520824,K4III,1.418
HD 216627,3.270,45.459019,-13.325406,-13.423467,A3V,0.066
HD 216735,4.910,90.811562,-26.371220,14.666464,A1V,-0.003
HD 216763,4.200,38.294356,-10.990075,-25.419746,G8III,0.952
HD 216946,4.990,304.725766,-86.755537,374.042528,K5Ibvar,1.778
Fomalhaut,1.170,6.450517,-1.799476,-3.807757,A3V,0.145
HD 217364,4.110,19.533046,-5.153542,-26.570247,G8III,0.960
HD 217675,3.620,150.676276,-39.022904,141.757338,B6pv SB,-0.099
Scheat,2.440,51.433435,-12.877612,28.290136,M2II-IIIvar,1.655
HD 217891,4.480,121.152668,-30.275882,8.338293,B6Ve,-0.115
HD 218031,4.640,33.756150,-8.387722,41.528947,K0III,1.058
Markab,2.490,38.311434,-9.417123,10.722722,B9.5III,-0.002
Lacaille 9352,7.350,2.581532,-0.621353,-1.918773,M2/M3V,1.483
HD 218376,4.840,171.281673,-40.636373,297.895304,B0.5IV,-0.060
HD 218240,4.480,59.065055,-13.994841,-26.700102,G8III,0.892
HD 218227,4.280,28.537790,-6.735685,-27.845269,F5me...,0.423
HD 218329,4.540,96.803108,-22.792177,16.480786,M2III,1.559
HD 218356,4.760,159.508154,-37.476686,78.041820,K0IIp,1.285
HD 218658,4.410,18.592192,-4.301103,73.196097,G2III,0.802
HD 218594,3.680,75.510914,-16.931759,-29.973162,K1III,1.202
Wo 9812A,4.710,139.440760,-30.967540,-59.041698,A3IV:,0.674
HD 218670,3.880,38.629453,-8.500488,-39.895777,K0III SB,0.998
Gl 891.1,4.530,15.657659,-3.288881,18.670848,F0V,0.302
HD 219215,4.220,60.393261,-12.198628,-6.529062,M2III,1.545
Gl 893.2A,4.240,44.520534,-8.675776,-7.255216,K0III,1.107
HD 219576,4.930,182.971432,-34.863134,-25.271516,M3III,1.613
HD 219615,3.700,41.496215,-7.847237,2.421966,G7III,0.916
Wo 9818,3.990,11.929297,-2.241691,-19.604030,F1III,0.410
HD 219734,4.820,111.354244,-20.766915,130.377297,M2III,1.668
HD 219688,4.410,119.529341,-22.205470,-19.652688,B5Vn,-0.144
HD 219916,4.750,22.835788,-4.167994,57.777604,K0III,0.836
Wo 9821,4.410,46.342019,-8.416758,-30.043133,K1III,1.109
HD 219832,4.990,77.802657,-14.082589,-13.388422,A0V,-0.022
HD 220061,4.580,44.715629,-7.756411,19.960021,A5V,0.180
HD 220321,3.960,46.435798,-7.568697,-17.217874,K0III,1.082
HD 220652,4.960,110.757542,-17.127515,213.313986,M1III,1.676
HD 220657,4.420,47.401961,-7.215479,20.753020,F8IV,0.617
HD 220704,4.380,80.412869,-12.001128,-30.628032,K4III,1.460
HD 220825,4.950,46.558610,-6.764661,1.031187,A0p,0.036
HD 220954,4.270,44.814124,-6.304546,5.059407,K1III,1.062
HD 221115,4.540,51.821950,-7.016980,11.843245,G8III,0.939
HD 221253,4.890,98.536357,-12.958414,162.492475,B3IV,-0.122
HD 221507,4.380,41.860861,-4.959933,-32.719276,B9.5IVMNpe.,-0.095
HD 221565,4.700,83.507895,-9.781460,-32.130963,A0V,0.020
HD 221673,4.970,142.881771,-16.308926,87.524488,K4III,1.383
HD 221760,4.690,55.802714,-6.092649,-51.645428,A2V,0.078
Wo 9832,3.810,18.103691,-1.777950,19.141071,G8III-IV,0.984
HD 222095,4.740,42.832080,-4.152573,-43.778910,A2V,0.082
HD 222173,4.290,111.002171,-10.621481,104.963685,B8V,-0.083
Gl 903,3.210,3.008186,-0.271815,13.774751,K1IV,1.031
HD 222345,4.970,42.091623,-3.722431,-10.709792,A7IV,0.257
Gl 904,4.130,13.595494,-1.192399,1.344490,F7V,0.507
HD 222439,4.150,36.792238,-3.152838,36.078346,B9IVn,-0.071
HD 222574,4.820,243.966266,-19.453971,-78.655541,G2Ib/II,0.822
HD 222603,4.490,32.574530,-2.556983,1.015452,A7V,0.200
Wo 9836A,4.490,43.952667,-3.319784,-11.436173,B9V,-0.032
HD 222842,4.930,59.794903,-4.183514,33.721950,K0III,0.935
HD 223047,4.970,211.717898,-12.917595,222.897019,G5Ib,1.086
HD 223075,4.950,274.487661,-16.317261,16.754489,C5II,2.508
HD 223165,4.880,27.701517,-1.566024,45.547715,K1III,1.122
HD 223352,4.590,37.119774,-1.795041,-19.868511,A0V,0.001
HD 224014,4.510,53714.738509,-1316.542429,84338.564761,F8Iavar,1.190
HD 224427,4.630,132.148690,-1.292351,62.022416,M3III,1.584
HD 224533,4.880,71.751083,-0.415466,-4.458933,G9III,0.930
HD 224572,4.880,56272.856561,-243.331549,82663.815427,B1V...,-0.071
HD 224617,4.030,31.760437,-0.095415,3.822824,F4IV,0.419
HD 224686,4.490,47.307584,-0.017275,-104.178453,B9IV,-0.075
p Eridani,5.800,4.110128,1.912046,-6.770100,K2 V,0.86
Gl 194B,0.960,1.689045,8.828648,9.308413,G0 III,
Gl 278B,2.850,-5.383676,12.292323,8.349873,A m,
Gl 351B,4.650,-11.226498,8.559845,-12.042884,F0 IV,
Gl 423A,4.330,-8.730890,1.610966,5.446747,G0 Ve,0.59
Gl 423B,4.800,-8.730989,1.610983,5.446808,G0 Ve,
Gl 482B,3.520,-11.630574,-2.137246,-0.299172,F0 V,
NN 3784B,3.950,-12.960884,-4.971592,19.766651,A1 m,0.13
Wo 9540A,4.840,-11.530023,-20.879358,-4.798287,F6 IV-V,0.45
Gl 656.1B,3.400,-5.334832,-24.247587,-6.991291,A3 V,
